Author,Title,Orginal Author,Translator,Editor,Language,No of pages,Publisher,Year of Published,Category,Subject,Price,ISBN,Book format
Translation,12.மார்க்ஸும் மார்க்சியமும்,பீட்டர் வோர்ஸ்லி,பிரமிள்,-,தமிழ்,176,தமிழினி,2014,கட்டுரை,மார்க்சியம்,140,-,Paperback
Translation,4.புத்துயிர்ப்பு,லியோ டால்ஸ்டாய்,கரிச்சான் குஞ்சு,-,தமிழ்,-,பாரதி புத்தகாலயம்,2018,"நாவல்,மொழிபெயர்ப்பு",-,690,-,Hardcover
அழகிய பெரியவன்,1.படிகப் பாடல்,-,-,-,தமிழ்,148,பரிசல்,2025,கவிதை,-,170,9.79E+12,Paperback
"""",2.அழகிய பெரியவன் குறுநாவல்கள்,-,-,-,தமிழ்,-,நீலம் பதிப்பகம்,2024,நாவல்,-,200,9.79E+12,Paperback
"""",4.தகப்பன் கொடி,-,-,-,தமிழ்,246,நீலம் பதிப்பகம்,2023,நாவல்,-,300,9.79E+12,Paperback
"""",5.வல்லிசை,-,-,-,தமிழ்,384,நீலம் பதிப்பகம்,2023,நாவல்,-,470,9.79E+12,Paperback
"""",6.சின்னக்குடை,-,-,-,தமிழ்,144,நீலம் பதிப்பகம்,2023,நாவல்,-,180,9.79E+12,Paperback
"""",7.யாம் சில அரிசி வேண்டினோம்,-,-,-,தமிழ்,200,நீலம் பதிப்பகம்,2023,நாவல்,-,250,9.79E+12,Paperback
"""",9.அம்மா உழைப்பதை நிறுத்திக் கொண்டார்,-,-,-,தமிழ்,-,நற்றிணை பதிப்பகம்,2018,சிறுகதை,தலித்தியம்,250,9.79E+12,Paperback
"""",10.மறைத்துப் பேச என்ன இருக்கு?,-,-,-,தமிழ்,164,நியூசெஞ்சுரி புக் ஹவுஸ்,2017,கட்டுரை,"தலித்தியம்,இலக்கியம்",135,9.79E+12,Paperback
"""",11.ஞாபக விலங்கு,-,-,-,தமிழ்,120,கருப்புப் பிரதிகள்,2016,கவிதை,-,90,9.79E+12,Paperback
"""",12.தேநீர் மேசை,-,-,-,தமிழ்,80,நற்றிணை பதிப்பகம்,2016,கட்டுரை,-,70,9.79E+12,Paperback
"""",13.அழகிய பெரியவன் கதைகள்,-,-,-,தமிழ்,704,நற்றிணை பதிப்பகம்,2016,சிறுகதை,-,750,9.79E+12,Paperback
"""",14.பெருகும் வேட்கை,-,-,-,தமிழ்,168,உயிர்மை பதிப்பகம்,2014,"கட்டுரை,சிறுகதை",விளிம்புநிலை மக்கள்,100,9.79E+12,Paperback
"""",6. வெற்றித் திருநகர்,-,-,-,தமிழ்,532,தமிழ்ப் புத்தகாலயம் - தாகம்,2022,நாவல்,-,500,9.79E+12,Paperback
"""",7. எங்கள் மண்ணும் இந்த நாட்களும்,-,-,-,தமிழ்,72,காலச்சுவடு,2019,கவிதை,,90,9.79E+12,Paperback
Translation,13. கன்ஃபூஷியஸின் கருத்துப் பெட்டகம்,வாங்கெங் சென்,அகிலன்,-,தமிழ்,224,கண்ணதாசன் பதிப்பகம்,2010,"கட்டுரை, மொழிபெயர்ப்பு",சுயமுன்னேற்றம்,250,9.79E+12,Paperback
Translation,2. கானகத்தின் குரல் (வளரி வெளியீடு),ஜாக் லண்டன்,பெ. தூரன்,-,தமிழ்,126,வளரி வெளியீடு,2021,"மொழிபெயர்ப்பு, நாவல்",சூழலியல்,130,-,Paperback
Translation,6. கானகத்தின் குரல்,ஜாக் லண்டன்,பெ. தூரன்,-,தமிழ்,127,சந்தியா பதிப்பகம்,2016,நாடகம்,சூழலியல்,110,-,Paperback
Translation,10. இனி நான் உறங்கட்டும்,பி. கே. பாலகிருஷ்ணன்,ஆ.மாதவன்,-,தமிழ்,274,சாகித்திய அகாடெமி,2001,"நாவல், மொழிபெயர்ப்பு",-,100,-,Paperback
Translation,9. பாரபாஸ் (அன்பு வழி),பெர் லாகர்குவிஸ்ட்,க.நா.சு,-,தமிழ்,,பீ ஃபார் புக்ஸ்,2024,"நாவல், மொழிபெயர்ப்பு:",-,140,,Paperback
Translation,22. விலங்குப் பண்ணை (பீ ஃபார் புக்ஸ்),ஜார்ஜ் ஆர்வெல்,க.நா.சு,-,தமிழ்,108,பீ ஃபார் புக்ஸ்,2022,"நாவல், மொழிபெயர்ப்பு:",-,120,,Paperback
Translation,25.பாரபாஸ் (சந்தியா பதிப்பகம்),பெர் லாகர்குவிஸ்ட்,க.நா.சு,-,தமிழ்,-,சந்தியா பதிப்பகம்,2021,"நாவல், மொழிபெயர்ப்பு:",-,145,-,Paperback
Translation,27.தபால்காரன்,ரோஜர் மார்டின் தூகார்டு,க.நா.சு,-,தமிழ்,184,செங்கனி பதிப்பகம்,2021,"நாவல், மொழிபெயர்ப்பு:",-,160,-,Paperback
Translation,28. பொய்த் தேவு (எழுத்து பிரசுரம்),-,-,-,தமிழ்,-,எழுத்து பிரசுரம்,2021,நாவல்,-,269,-,Paperback
Translation,29. இரவு உணவு,ஸெல்மா லாகர்லெவ்,க.நா.சு,-,தமிழ்,128,பரிசல்,2021,"சிறுகதை, மொழிபெயர்ப்பு:",-,120,-,Paperback
Translation,33. தேவமலர் மற்றும் கதைகள்,ஸெல்மா லாகர்லெவ்,க.நா.சு,-,தமிழ்,-,தேசாந்திரி,2019,"நாவல், மொழிபெயர்ப்பு:",-,150,-,Paperback
Translation,34. விருந்தாளி,ஆல்பெர் காம்யு,க.நா.சு,-,தமிழ்,232,வ. உ. சி. நூலகம்,2018,"நாவல், மொழிபெயர்ப்பு:",-,200,-,Paperback
Translation,42. நட்ஹாம்சனின் நிலவளம்,நட் ஹாம்சன்,க.நா.சு,-,தமிழ்,-,காவ்யா பதிப்பகம்,2017,"நாவல், மொழிபெயர்ப்பு:",-,450,-,Paperback
Translation,49. விலங்குப் பண்ணை (சந்தியா பதிப்பகம்),ஜார்ஜ் ஆர்வெல்,க.நா.சு,-,தமிழ்,160,சந்தியா பதிப்பகம்,2016,"நாவல், மொழிபெயர்ப்பு:",-,190,-,Paperback
Translation,51. மதகுரு,ஸெல்மா லாகர்லெவ்,க.நா.சு,-,தமிழ்,624,அன்னம் - அகரம் பதிப்பகம்,2016,நாவல்,-,460,-,Paperback
Translation,52. பாரபாஸ் (அன்னம் பதிப்பகம்),பெர் லாகர்குவிஸ்ட்,க.நா.சு,-,தமிழ்,142,அன்னம் - அகரம் பதிப்பகம்,2015,"நாவல், மொழிபெயர்ப்பு:",கிறிஸ்தவம்,130,-,Paperback
Translation,53. காதல்,ஆந்த்ரே ழீடு,க.நா.சு,-,தமிழ்,176,அன்னம் - அகரம் பதிப்பகம்,2015,"நாவல், மொழிபெயர்ப்பு:",காதல்,155,-,Paperback
Translation,54. பசி (நட் ஹாம்சன்),நட் ஹாம்சன்,க.நா.சு,-,தமிழ்,168,அன்னம் - அகரம் பதிப்பகம்,2015,"நாவல், மொழிபெயர்ப்பு:",-,155,-,Paperback
Translation,57. அன்பு வழி,பெர் லாகர்குவிஸ்ட்,க.நா.சு,-,தமிழ்,-,வ. உ. சி. நூலகம்,2013,"நாவல், மொழிபெயர்ப்பு:",கிறிஸ்தவம்,100,-,Paperback
Translation,63. மதகுரு (பாகம் 1),ஸெல்மா லாகர்லெவ்,க.நா.சு,-,தமிழ்,208,கவிதா பப்ளிகேஷன்,2001,"நாவல், மொழிபெயர்ப்பு:",-,125,-,Paperback
Translation,70. பசி (வளரி வெளியீடு),நட் ஹாம்சன்,க.நா.சு,-,தமிழ்,-,வளரி வெளியீடு,-,-,-,177,-,Paperback
Translation,81. நிலவளம்,நட் ஹாம்சன்,க.நா.சு,-,தமிழ்,-,அன்னம் - அகரம் பதிப்பகம்,-,"நாவல், நாவல், மொழிபெயர்ப்பு:",-,440,-,Paperback
"""",2.தேன்,-,பவா. செல்லத்துரை,-,தமிழ்,24,வம்சி புக்ஸ்,2017,சிறுகதை,,25,9.79E+12,paperback
"""",3.இதுதான் என் பெயர்,-,சுகுமாரன்,-,தமிழ்,64,காலச்சுவடு,2016,நாவல்,இந்திய அரசியல்,75,9.79E+12,paperback
"""",4.யேசு கதைகள்,-,கே. வி. ஷைலஜா,-,தமிழ்,136,வம்சி புக்ஸ்,2013,சிறுகதை,கிறிஸ்தவம்,120,9.79E+12,paperback
"""","5.அல்ஃபோன்சம்மாவின் 
 மரணமும் இறுதிச் சடங்கும்",-,கே. வி. ஷைலஜா,-,தமிழ்,160,வம்சி புக்ஸ்,2011,சிறுகதை,-,150,9.79E+12,paperback
"""",6.சக்காரியாவின் கதைகள்,-,-,-,தமிழ்,312,சாகித்திய அகாடெமி,2014,சிறுகதை,-,250,9.79E+12,paperback
"""",7.அரபிக் கடலோரம்,-,சுகுமாரன்,-,தமிழ்,96,காலச்சுவடு,2010,கட்டுரை,-,125,9.79E+12,paperback
"""",8.இரண்டாம் குடியேற்றம்,-,,-,தமிழ்,152,வம்சி புக்ஸ்,2008,சிறுகதை,-,160,9.79E+12,paperback
"""",9.ஜூவின் கதை,-,சங்கர ராம சுப்ரமணியன்,-,தமிழ்,24,தூலிகா பப்ளிஷர்ஸ்,-,சிறுவர் கதை,-,135,9.79E+12,paperback
"""",10.பால் சக்காரியா நேர்காணல்,-,கே. வி. ஷைலஜா,-,தமிழ்,-,வம்சி புக்ஸ்,-,நேர்காணல்,இலக்கியம்,30,9.79E+12,paperback
"""",2.பறவையின் வாசனை,-,நிர்மால்யா,-,தமிழ்,136,காலச்சுவடு,2017,சிறுகதை,பெண்கள்,150,9.79E+12,paperback
"""",3.என் கதை (கமலா தாஸ்),-,நிர்மால்யா,-,தமிழ்,160,காலச்சுவடு,2016,மொழிபெயர்ப்பு,பெண்கள்,200,9.79E+12,paperback
"""",4.இந்தப் பிறவியில் இவ்வளவுதான்,-,மு.ந. புகழேந்தி,-,தமிழ்,180,நியூசெஞ்சுரி புக் ஹவுஸ்,2014,சிறுகதை,பெண்கள்,135,9.79E+12,paperback
Translation,1.தட்டகம்,கோவிலன்,நிர்மால்யா,-,தமிழ்,-,சாகித்திய அகாடெமி,2025,நாவல்,-,400,9.79E+12,paperback
Translation,"2.வாழ்க்கைப் பாதை
 (சாகித்திய அகாடெமி)",செறுகாடு,நிர்மால்யா,-,தமிழ்,816,சாகித்திய அகாடெமி,2024,நாவல்,-,1130,-,paperback
Translation,"3.ஓடும் ரயிலில்
 பாய்ந்து ஏறுவது எப்படி?",மதுபால்,நிர்மால்யா,-,தமிழ்,168,காலச்சுவடு,2023,சிறுகதை,-,220,-,paperback
Translation,4.கேரள பழங்குடிக் கவிதைகள்,-,நிர்மால்யா,-,தமிழ்,,தன்னறம் நூல்வெளி,2023,கவிதை,-,200,-,paperback
Translation,"5.மகாத்மா அய்யன்காளி:
 கேரளத்தின் முதல் தலித் போராளி",-,நிர்மால்யா,-,தமிழ்,304,காலச்சுவடு,2020,வாழ்க்கை வரலாறு,தலித்தியம்,380,9.79E+12,paperback
Translation,6.மனிதனுக்கு ஒரு முன்னுரை,சுபாஷ் சந்திரன்,நிர்மால்யா,-,தமிழ்,,சாகித்திய அகாடெமி,2020,நாவல்,-,410,9.79E+12,paperback
Translation,"7.பஷீர்: தனிமையில்
 பயணிக்கும் துறவி",பேரா. எம். கே. ஸாநு,நிர்மால்யா,-,தமிழ்,336,சாகித்திய அகாடெமி,2016,மொழிபெயர்ப்பு,இலக்கியம்,355,9.79E+12,paperback
Translation,8.பெருமரங்கள் விழும்போது,என். எஸ். மாதவன்,நிர்மால்யா,-,தமிழ்,168,காலச்சுவடு,2012,சிறுகதை,-,-,9.79E+12,paperback
Translation,"10.கண்ணீரின் இனிமை
 (ஓர் பதிப்பாளரின் கதை)",இ. பாலகிருஷ்ணா,நிர்மால்யா,-,தமிழ்,,கவிதா பப்ளிகேஷன்,-,வாழ்க்கை வரலாறு,-,125,-,paperback
Translation,11.யாழ்ப்பாணப் புகையிலை,காக்கநாடன்,நிர்மால்யா,-,தமிழ்,160,சாகித்திய அகாடெமி,-,சிறுகதை,-,85,9.79E+12,paperback
Translation,,,,,,,,,,-,,,paperback
தி. ஜானகிராமன்,1.அடுத்த வீடு ஐம்பது மைல்,-,-,-,தமிழ்,80,காலச்சுவடு,2023,பயணக்குறிப்பு,-,130,9.79E+12,paperback
"""",2.உதய சூரியன்,-,-,-,தமிழ்,128,காலச்சுவடு,2023,பயணக்குறிப்பு,-,175,9.79E+12,paperback
"""",4.தி. ஜானகிராமன் கட்டுரைகள்,-,-,சுகுமாரன்,தமிழ்,-,காலச்சுவடு,2021,கட்டுரை,-,290,9.79E+12,paperback
"""",5.தி. ஜானகிராமனின் தேர்ந்தெடுத்த சிறுகதைகள்,-,-,மாலன்,தமிழ்,288,சாகித்திய அகாடெமி,2021,சிறுகதை,-,240,9.79E+12,paperback
"""",8.அமிர்தம் (காலச்சுவடு),-,-,-,தமிழ்,176,காலச்சுவடு,2019,நாவல்,-,220,9.79E+12,paperback
"""",10.அடி,-,-,-,தமிழ்,120,காலச்சுவடு,2017,நாவல்,-,140,9.79E+12,paperback
"""",11.மலர் மஞ்சம்,-,-,-,தமிழ்,600,காலச்சுவடு,2017,நாவல்,பெண்கள்,725,9.79E+12,paperback
"""","12. ஜானகிராமன்
 குறுநாவல்கள் (முழுத்தொகுப்பு)",-,-,-,தமிழ்,336,காலச்சுவடு,2017,நாவல்,-,420,9.79E+12,paperback
"""",13.அபூர்வ மனிதர்கள்,-,-,-,தமிழ்,104,காலச்சுவடு,2016,கட்டுரை,-,125,9.79E+12,paperback
"""",14.சிவப்பு ரிக்க்ஷா,-,-,-,தமிழ்,176,காலச்சுவடு,2016,சிறுகதை,-,200,9.79E+12,paperback
"""",15.மரப்பசு,-,-,-,தமிழ்,256,காலச்சுவடு,2016,நாவல்,பெண்கள்,320,9.79E+12,paperback
"""",16.உயிர்த் தேன்,-,-,-,தமிழ்,272,காலச்சுவடு,2016,நாவல்,பெண்கள்,350,9.79E+12,paperback
"""",17.நளபாகம்,-,-,-,தமிழ்,320,காலச்சுவடு,2016,நாவல்,-,390,9.79E+12,paperback
"""",18.கொட்டு மேளம்,-,-,-,தமிழ்,184,காலச்சுவடு,2015,சிறுகதை,-,225,9.79E+12,paperback
"தி. ஜானகிராமன்,
 சிட்டி பெ. கோ. சுந்தரராஜன்","19.நடந்தாய்; வாழி, காவேரி!",-,-,-,தமிழ்,288,காலச்சுவடு,2014,பயணக்குறிப்பு,தமிழ்நாடு,370,9.79E+12,paperback
"""",20.தி. ஜானகிராமன் சிறுகதைகள்,-,-,சுகுமாரன்,தமிழ்,1128,காலச்சுவடு,2014,சிறுகதை,-,1790,9.79E+12,paperback
"""",21.செம்பருத்தி,-,-,-,தமிழ்,512,காலச்சுவடு,2013,நாவல்,பெண்கள்,600,9.79E+12,paperback
"""",22.மோக முள்,-,-,-,தமிழ்,664,காலச்சுவடு,2012,நாவல்,காதல்,790,9.79E+12,paperback
"""",25.அம்மா வந்தாள்,-,-,-,தமிழ்,184,காலச்சுவடு,2011,நாவல்,குடும்பம் / உறவு,230,9.79E+12,paperback
"""",27.சிலிர்ப்பு,-,-,-,தமிழ்,368,காலச்சுவடு,2006,நாவல்,-,450,9.79E+12,paperback
Translation,28.அன்னை,கிரேஸியா டெலடா,தி. ஜானகிராமன்,-,தமிழ்,160,தமிழினி,1999,நாவல்,பெண்கள்,120,-,paperback
Translation,29.குள்ளன்,பார் லாகர்க்விஸ்ட்,தி. ஜானகிராமன்,-,தமிழ்,160,வ. உ. சி. நூலகம்,2006,நாவல்,-,75,-,paperback
Translation,30.பூமி எனும் கோள்,ஜார்ஜ் கேமாவ்,தி. ஜானகிராமன்,-,தமிழ்,268,நியூசெஞ்சுரி புக் ஹவுஸ்,2011,-,அறிவியல் / தொழில்நுட்பம்,125,9.79E+12,paperback
"                   ,,",2. இது வேறு செப்டம்பர் 11,-,-,-,தமிழ்,-,நிமிர் வெளியீடு,2024,கட்டுரை,சர்வதேச அரசியல்,120,-,Paper Back
"                   ,,",3. லத்தீன் அமெரிக்காவில் நம்பிக்கைக் கீற்று,-,-,-,தமிழ்,-,பன்மை வெளி,2024,வரலாறு,-,200,-,Paper Back
"                   ,,",4. காஸ்த்ரோவின் கூபாவும் லத்தின் அமெரிக்க மார்க்சியமும்,-,-,-,தமிழ்,260,பன்மை வெளி,2024,வரலாறு,சுகந்திரம் / பாதுகாப்பு,250,-,Paper Back
"                   ,,",11. வலி,-,-,-,தமிழ்,120,சந்தியா பதிப்பகம்,2017,சிறுகதை,பெண்கள்,120,-,Paper Back
Translation,,-,-,-,,,,,,,,,Paper Back
லட்சுமணப்பெருமாள்,1. நிட்சாப நதித்துறை,-,-,-,தமிழ்,-,வாசகசாலை,2023,நாவல்,-,400,-,Paper Back
"                   ,,",2. கெத்து,-,ச. தமிழ்ச்செல்வன்,-,தமிழ்,-,பாரதி புத்தகாலயம்,2019,சிறுகதை,பிற,80,-,Paper Back
"                   ,,",3. ஆதிப்பழி,-,-,-,தமிழ்,232,நூல் வனம்,2016,சிறுகதை,பிற,200,-,Paper Back
"                   ,,",4. இலட்சுமணப்பெருமாள் கதைகள்,-,-,-,தமிழ்,472,வம்சி புக்ஸ்,2012,சிறுகதை,பிற,500,9788190819381,Paper Back
"                   ,,",5. கரிசல் கருதுகள்,-,-,-,தமிழ்,176,அன்னம் - அகரம் பதிப்பகம்,2007,சிறுகதை,பிற,130,-,Paper Back
",,",,-,-,-,,,,,,,,,Paper Back
களந்தை பீர் முகம்மது,1. சிலுக்கு ஸ்மிதாவும் சுலைமான் ஹாஜியாரும்,-,-,-,தமிழ்,,சுவடு பதிப்பகம்,2023,சிறுகதை,-,150,9788195985654,Paper Back
"                   ,,",2. நிழல் நதி,-,-,-,தமிழ்,304,காலச்சுவடு,2022,நாவல்,பிற,375,9788196058982,Paper Back
Translation,3. தோப்பில் முஹம்மது மீரான் சிறுகதைகள்,தோப்பில் முஹம்மது மீரான்,களந்தை பீர் முஹம்மது,-,தமிழ்,-,காலச்சுவடு,2020,சிறுகதை,இஸ்லாம் / முஸ்லிம்கள்,750,-,Paper Back
"                   ,,",4. பாதுகாக்கப்பட்ட துயரம்,-,-,-,தமிழ்,,காலச்சுவடு,2016,கட்டுரை,இஸ்லாம் / முஸ்லிம்கள்,190,9789352440832,Paper Back
Translation,5. காலச்சுவடு பதிவுகளில் இஸ்லாம் (1994 - 2007),-,-,களந்தை பீர் முஹம்மது,தமிழ்,735,காலச்சுவடு,2008,காலச்சுவடு,கட்டுரை,490,9788189359720,Paper Back
Translation,,,,-,,,,,,,,,Paper Back
எம்.டிமுத்துக்குமாரசாமி,1. ஒரு கணத்தின் மலர்கள்,-,-,-,தமிழ்,,தமிழ்வெளி,2025,கவிதை,-,300,-,Paper Back
"                   ,,",2. வாஸ்கோ போப்பா கவிதைகள்,-,-,-,தமிழ்,128,தமிழ்வெளி,2025,"கவிதை,மொழிபெயர்ப்பு",-,200,9789392543609,Paper Back
"                   ,,",3. காட்டிலோர் பொந்தினில் வைத்தேன்,-,-,-,தமிழ்,204,தமிழ்வெளி,2024,கட்டுரை,இலக்கியம்,240,9789392543432,Paper Back
Translation,4. தனிநெடுமொழி,கோ யுன்,எம். டி. முத்துக்குமாரசாமி,-,தமிழ்,144,தமிழ்வெளி,2024,"கவிதை,மொழிபெயர்ப்பு",-,250,9789392543470,Hardcover
"                   ,,",5. An Imagery Wins An Imagery Kills,-,JP. Rajendran,-,English,272,Tamizhveli,2024,"Poetry,Translation",-,340,9789694092119,Paper Back
Translation,6. கண்ணாடிகள் கனவுகள் காலங்கள்,போர்ஹெஸ்,எம். டி. முத்துக்குமாரசாமி,-,தமிழ்,208,தமிழ்வெளி,2024,"கவிதை,மொழிபெயர்ப்பு",-,350,9789392543777,Paper Back
"                   ,,",7. சாம்பல் சித்திரங்கள்,பால் செலான்,எம். டி. முத்துக்குமாரசாமி,-,தமிழ்,160,தமிழ்வெளி,2024,கவிதை,-,180,9789392543692,Paper Back
Translation,8.நீ ஏன் குதிரையைத் தனியாக விட்டாய்?,மஹ்மூத் தர்வீஷ்,எம். டி. முத்துக்குமாரசாமி,-,தமிழ்,-,தமிழ்வெளி,2023,"கவிதை,மொழிபெயர்ப்பு",-,250,9789392543340,Paper Back
Translation,9. இந்த முழு பிரபஞ்சத்தையும்விடச் சற்றே பெரியது,Fernando Pessoa,எம். டி. முத்துக்குமாரசாமி,-,தமிழ்,-,தமிழ்வெளி,2023,"கவிதை,மொழிபெயர்ப்பு",-,220,9789392543357,Paper Back
Translation,10. பாஷோவின் ஹைக்கூ கவிதைகள்,பாஷோ,எம். டி. முத்துக்குமாரசாமி,-,தமிழ்,-,தமிழ்வெளி,2023,"கவிதை, மொழிபெயர்ப்பு",-,300,-,Paper Back
Translation,11. தாவோ தெ ஜிங் (தமிழ்வெளி),லாவோட்சு,எம். டி. முத்துக்குமாரசாமி,-,தமிழ்,-,தமிழ்வெளி,2023,"கவிதை,மொழிபெயர்ப்பு",ஆன்மிகம்,200,9789392543371,Paper Back
"                   ,,",12. ஒரு படிமம் வெல்லும் ஒரு படிமம் கொல்லும்,-,-,-,தமிழ்,240,தமிழ்வெளி,2022,கவிதை,-,280,9789392543012,Paper Back
"                   ,,",13. மைத்ரேயி மற்றும் பல கதைகள்,-,-,-,தமிழ்,208,தமிழ்வெளி,2014,சிறுகதை,பிற,170,9788177202243,Paper Back
"                   ,,",14. நிலவொளி எனும் இரகசிய துணை,-,-,-,தமிழ்,264,அடையாளம் பதிப்பகம்,2014,கட்டுரை,மெய்யியல்,200,9788177202328,Paper Back
"                   ,,",15. நீர் அளைதல்,-,,,தமிழ்,112,நற்றிணை பதிப்பகம்,2012,கவிதை,பிற,90,9789382648024,Paper Back
கௌதம சித்தார்த்தன்,1. பச்சைப் பறவை,-,-,-,தமிழ்,135,எதிர் வெளியீடு,2016,சிறுகதை,பிற,130,9789384646509,Paper Back
"                   ,,",2. முருகன் - விநாயகன்,-,-,-,தமிழ்,42,எதிர் வெளியீடு,2016,கட்டுரை,இந்துத்துவம் / பார்ப்பனியம்,40,9789384646714,Paper Back
"                   ,,",3. சங்ககால சாதி அரசியல்,-,-,-,தமிழ்,96,எதிர் வெளியீடு,2016,கட்டுரை,தமிழ்நாடு,80,9789384646721,Paper Back
"                   ,,",4. மூன்றாவது சிருஷ்டி,-,-,-,தமிழ்,126,எதிர் வெளியீடு,2014,நாவல்,பிற,120,9789384646219,Paper Back
"                   ,,",5. பொம்மக்கா,-,-,-,தமிழ்,151,எதிர் வெளியீடு,2014,சிறுகதை,பிற,140,9789384646196,Paper Back
"                   ,,",6. உலக சினிமாவும் தமிழ் அடையாளமும்,-,-,-,தமிழ்,134,எதிர் வெளியீடு,2014,கட்டுரை,சினிமா,120,9789384646271,Paper Back
"                   ,,",7. சாதி அரசியல் அதிகாரம்,-,-,-,தமிழ்,110,எதிர் வெளியீடு,2014,கட்டுரை,இந்துத்துவம் / பார்ப்பனியம்,100,9789384646233,Paper Back
"                   ,,",8. கருத்தசுதந்திரத்தின் அரசியல்,-,-,-,தமிழ்,135,எதிர் வெளியீடு,2014,கட்டுரை,சர்வதேச அரசியல்,130,9789384646264,Paper Back
"                   ,,",9. ஆயுத வியாபாரத்தின் அரசியல்,-,-,-,தமிழ்,98,எதிர் வெளியீடு,2014,கட்டுரை,சர்வதேச அரசியல்,90,9789384646257,Paper Back
",,",,,,,,,,,,,,,Paper Back
",,",,,,,,,,,,,,,Paper Back
ஜெயமோகன்,1. சூரிய திசைப் பயணம்,-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2025,-,-,170,-,Paper Back
"                   ,,",2. கீதையை அறிதல்,-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2025,-,-,290,-,Paper Back
"                   ,,",3. இந்தியப் பயணம் (விஷ்ணுபுரம்),-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2024,பயணக்குறிப்பு,-,210,-,Paper Back
"                   ,,",4. இந்து ஞானம்,-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2025,கட்டுரை,இந்து மதம்,140,-,Paper Back
"                   ,,","5. உள்ளுணர்வின் தடத்தில்

",-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2025,-,-,320,-,Paper Back
"                   ,,",6. ஆழ் நதியைத் தேடி,-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2025,-,-,290,-,Paper Back
"                   ,,",7. இந்திய ஞானம் (விஷ்ணுபுரம்,-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2025,கட்டுரை,"மெய்யியல்,இந்து மதம்",380,,Paper Back
"                   ,,",8. பிரதமன் (விஷ்ணுபுரம்),-,-,-,தமிழ்,,விஷ்ணுபுரம் பதிப்பகம்,2024,சிறுகதை,-,220,,Paper Back
"                   ,,",9. பின்தொடரும் பிரம்மம்,-,-,-,தமிழ்,112,விஷ்ணுபுரம் பதிப்பகம்,2024,நாட்குறிப்பு / நினைவுக்குறிப்பு,-,100,9789395260336,Paper Back
"                   ,,",10. அருகர்களின் பாதை (விஷ்ணுபுரம்),-,-,-,தமிழ்,336,விஷ்ணுபுரம் பதிப்பகம்,2024,பயணக்குறிப்பு,வரலாறு,400,9789392379451,Paper Back
"                   ,,",11.உடையாள்,-,-,-,தமிழ்,123,விஷ்ணுபுரம் பதிப்பகம்,2024,"நாவல்,குழந்தைகள்",-,160,9789392389369,Paper Back
"                   ,,",12. மண்,-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2024,சிறுகதை,-,300,-,Paper Back
"                   ,,",13. படுகளம் (விஷ்ணுபுரம்),-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2024,நாவல்,க்ரைம் த்ரில்லர்,340,-,Paper Back
"                   ,,",14. ஏழாம் உலகம் (விஷ்ணுபுரம் பதிப்பகம்),-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2024,நாவல்,-,400,-,Paper Back
"                   ,,",15. புறப்பாடு (விஷ்ணுபுரம் பதிப்பகம்),-,-,-,தமிழ்,512,விஷ்ணுபுரம் பதிப்பகம்,2024,கட்டுரை,-,600,-,Paper Back
"                   ,,",16. எழுதும் கலை (விஷ்ணுபுரம் பதிப்பகம்),-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2024,கட்டுரை,இலக்கியம்,190,-,Paper Back
"                   ,,",17. அறம் (சிறுகதை),-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2024,சிறுகதை,-,40,-,Paper Back
"                   ,,",18. கொற்றவை (விஷ்ணுபுரம் பதிப்பகம்),-,-,-,தமிழ்,-,விஷ்ணுபுரம் பதிப்பகம்,2023,நாவல்,,900,9789395260183,Paper Back
"                   ,,",19. வெள்ளை யானை (விஷ்ணுபுரம் பதிப்பகம்),-,-,-,தமிழ்,-,Vishnupuram Publications,2023,Novel,-,600,9789392379918,Paper Back
"                   ,,",20. வாழ்விலே ஒரு முறை (விஷ்ணுபுரம் பதிப்பகம்,-,-,-,தமிழ்,132,விஷ்ணுபுரம் பதிப்பகம்,2023,கட்டுரை,-,180,9789392379697,Paper Back
"                   ,,",21. முன்சுவடுகள் : சில வாழ்க்கை வரலாறுகள்,-,-,-,தமிழ்,168,விஷ்ணுபுரம் பதிப்பகம்,2023,கட்டுரை,வரலாறு,240,9789392379604,Paper Back
"                   ,,",22. தெய்வங்கள் பேய்கள் தேவர்கள் (விஷ்ணுபுரம் பதிப்பகம்),-,-,-,தமிழ்,282,விஷ்ணுபுரம் பதிப்பகம்,2023,கட்டுரை,-,380,9789392379352,Paper Back
